step	post	like	prior	mu1	mu2	gamma	pi	spa1	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
5500	-127.586168876966553	-129.234692766493225	1.648523889526673	0.000134233037877	0.000134233037877	1.000000000000000	0.929904424889515	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	5	6	9	1	1	1	1	1	1	1	1	1	1	1	1
6000	-127.507717225372033	-129.274780650035609	1.767063424663569	0.000132255407390	0.000132255407390	1.000000000000000	0.942233265074970	0.000000000000000	16083	16089	16103	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	6	5	5	1	1	1	1	1	1	1	1	1	1	1	1
6500	-127.036202381345902	-128.922165768886231	1.885963387540336	0.000146476340424	0.000146476340424	1.000000000000000	0.954763798405011	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	11	5	6	1	1	1	1	1	1	1	1	1	1	1	1
7000	-123.497677849340363	-125.474493611463828	1.976815762123470	0.000376858266289	0.000376858266289	1.000000000000000	0.964450671250621	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	11	1	6	1	1	1	1	1	1	1	1	1	1	1	1
7500	-127.400454037514336	-127.874271080686142	0.473817043171813	0.000699886822667	0.000699886822667	1.000000000000000	0.816117899331322	0.000000000000000	16083	16089	16107	16112	16117	16122	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	6	5	6	1	1	1	1	1	1	1	1	2	1	1	1
8000	-114.406413439580461	-116.346342977143877	1.939929537563419	0.003949632066524	0.003949632066524	1.000000000000000	0.960505988792852	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	1	6	8	1	1	1	1	1	1	1	1	1	1	1	1
8500	-109.185698354380023	-110.604477177600259	1.418778823220237	0.158823692797581	0.158823692797581	1.000000000000000	0.906466960622186	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	1	5	5	6	5	9	1	1	1	1	2	1	1	1	1	1	1	1
9000	-113.527141667627859	-115.669353901654176	2.142212234026315	0.140159737531201	0.140159737531201	1.000000000000000	0.982338616690420	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	4	1	5	6	5	1	1	1	1	1	1	1	1	1	1	2	1
9500	-110.551594099025507	-112.484261145850482	1.932667046824972	0.060797707057460	0.060797707057460	1.000000000000000	0.959731227446084	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	6	6	6	1	2	1	1	1	1	1	1	1	1	1	1	1
10000	-108.832021237121253	-111.047665315427821	2.215644078306564	0.103483441726240	0.103483441726240	1.000000000000000	0.990386396264817	0.000000000000000	16083	16089	16107	16112	16114	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	11	3	9	2	1	1	1	1	1	1	1	1	1	1	1
10500	-112.570979512522015	-113.881664729511698	1.310685216989685	0.133263234998258	0.133263234998258	1.000000000000000	0.895645047057739	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	2	1	1	3	9	1	1	1	1	1	1	1	1	1	1	1	1
11000	-112.885499212602198	-114.490993086671722	1.605493874069526	0.262179249395246	0.262179249395246	1.000000000000000	0.925469058357259	0.000000000000000	16083	16089	16107	16112	16117	16124	16130	16135	16133	16139	16102	0	1	2	1	4	1	6	3	1	8	2	1	1	1	1	1	1	1	1	1	1	1
11500	-108.371434260162275	-110.661232430581251	2.289798170418975	0.182551912284812	0.182551912284812	1.000000000000000	0.998580239639696	0.000000000000000	16083	16089	16107	16112	16117	16124	16131	16135	16133	16139	16102	0	1	1	1	4	1	5	6	1	4	1	1	1	1	1	1	1	1	1	1	1	1
12000	-111.175168107925074	-113.296256174451713	2.121088066526635	0.168072282754532	0.168072282754532	1.000000000000000	0.980035644270702	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	3	2	5	4	5	8	2	1	1	1	1	1	1	1	1	1	1	1
12500	-107.252788229262109	-108.866154433252774	1.613366203990660	0.148319022844439	0.148319022844439	1.000000000000000	0.926278923363562	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	1	5	6	8	1	1	1	1	1	1	1	1	1	1	1	1
13000	-108.312771284487894	-109.270777537236299	0.958006252748406	0.137977133903499	0.137977133903499	1.000000000000000	0.861226580982837	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	5	5	6	5	1	1	1	1	1	1	1	1	1	1	1	1
13500	-107.597249848907666	-109.810871867063625	2.213622018155956	0.159702603018239	0.159702603018239	1.000000000000000	0.990163907829854	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16100	0	1	1	1	4	5	5	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1
14000	-112.779308176429595	-114.954675655305863	2.175367478876265	0.115268234400010	0.115268234400010	1.000000000000000	0.985964143699044	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	6	6	6	3	1	1	1	1	1	1	1	1	1	2	1	1
14500	-110.218371725508220	-112.331334545848605	2.112962820340385	0.105065125692545	0.105065125692545	1.000000000000000	0.979151262334046	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	6	11	6	5	1	1	1	1	1	1	1	1	1	1	1	2
15000	-104.433188203919272	-106.675534283795059	2.242346079875782	0.065384196993102	0.065384196993102	1.000000000000000	0.993329126050094	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
15500	-106.521352596899888	-108.432191343802074	1.910838746902183	0.136809582787687	0.136809582787687	1.000000000000000	0.957406347808746	0.000000000000000	16083	16085	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	4	6	5	5	9	1	1	1	1	1	1	1	1	1	1	1	1
16000	-106.811426408423344	-109.033173817726379	2.221747409303041	0.107898185354876	0.107898185354876	1.000000000000000	0.991058252491434	0.000000000000000	16083	16089	16107	16112	16117	16124	16130	16135	16133	16139	16102	0	1	1	1	1	5	1	5	1	7	1	1	1	1	1	1	1	1	1	1	1	1
16500	-105.467275791174231	-107.580492757433817	2.113216966259585	0.139933407387605	0.139933407387605	1.000000000000000	0.979178912424175	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-112.966190435177907	-114.748072306240928	1.781881871063027	0.334103341849891	0.334103341849891	1.000000000000000	0.943785924405743	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	3	1	3	5	5	8	1	1	1	1	1	1	1	1	1	1	1	1
17500	-108.408544835379331	-110.686300453407910	2.277755618028584	0.158484431801954	0.158484431801954	1.000000000000000	0.997244971524058	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	1	6	5	1	5	2	1	1	1	1	1	1	1	1	1	1	1
18000	-113.320799646655288	-114.509696459643763	1.188896812988476	0.170634214318240	0.170634214318240	1.000000000000000	0.883606773008461	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	3	3	3	1	6	9	1	1	1	1	1	1	1	1	1	1	1	1
18500	-106.849587637985309	-108.950310513555436	2.100722875570129	0.040337802781737	0.040337802781737	1.000000000000000	0.977820527726527	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-109.225539653825081	-111.269226021806986	2.043686367981911	0.215905916162519	0.215905916162519	1.000000000000000	0.971643292402633	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16132	16139	16102	0	1	1	3	1	1	1	5	4	8	1	1	1	1	1	1	1	1	1	1	1	1
19500	-110.818227535192975	-111.812542162482714	0.994314627289739	0.051908452256978	0.051908452256978	1.000000000000000	0.864708014022690	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	5	1	9	2	1	1	1	1	1	1	1	1	1	1	1
20000	-113.046380522790756	-114.556703652936292	1.510323130145539	0.228634545955545	0.228634545955545	1.000000000000000	0.915734222074822	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16100	0	1	1	3	2	5	6	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1
20500	-110.455331039743982	-112.133811794451418	1.678480754707432	0.156212122473983	0.156212122473983	1.000000000000000	0.933004806509765	0.000000000000000	16083	16088	16107	16112	16117	16124	16129	16135	16133	16139	16102	0	1	1	2	2	5	4	5	5	8	1	1	1	1	1	1	1	1	1	1	1	1
21000	-109.150266355308005	-111.432681297995401	2.282414942687393	0.096855730676059	0.096855730676059	1.000000000000000	0.997761381640068	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16101	0	1	1	2	1	1	3	6	5	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-115.258558469620311	-116.913853537961913	1.655295068341606	0.246085498457491	0.246085498457491	1.000000000000000	0.930604304706215	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	3	4	1	6	11	1	8	2	1	1	1	1	1	1	1	1	2	1	1
22000	-106.165116759954927	-108.446827285261080	2.281710525306159	0.108950937922597	0.108950937922597	1.000000000000000	0.997683291311723	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	1	1	1	5	2	5	6	6	1	1	1	1	1	1	1	1	1	1	1	1
22500	-105.811966967943505	-108.017453203480784	2.205486235537284	0.189627196265285	0.189627196265285	1.000000000000000	0.989269228018476	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	6	1	5	9	1	1	1	1	1	1	1	1	1	1	1	1
23000	-115.416984658585193	-115.804552481084585	0.387567822499387	0.156586231762326	0.156586231762326	1.000000000000000	0.808334196275731	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16132	16139	16102	0	1	1	3	1	5	5	5	6	8	2	1	1	1	1	2	1	1	1	1	1	1
23500	-108.025935748325992	-109.956621889159521	1.930686140833524	0.157300292293552	0.157300292293552	1.000000000000000	0.959520013209064	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16133	16133	16139	16102	0	1	1	1	4	3	5	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1
24000	-110.610993428301128	-112.744990314634890	2.133996886333763	0.195845306494975	0.195845306494975	1.000000000000000	0.981442331015021	0.000000000000000	16083	16089	16106	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	2	4	1	5	6	7	8	1	1	1	1	1	1	1	1	1	1	1	1
24500	-106.023184230673849	-107.906395374143528	1.883211143469678	0.189878097105248	0.189878097105248	1.000000000000000	0.954471871598828	0.000000000000000	16083	16089	16107	16112	16117	16121	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
25000	-106.768079156482656	-108.918999905811006	2.150920749328344	0.184321348044125	0.184321348044125	1.000000000000000	0.983289600138686	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	1	6	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1
25500	-105.317174614048540	-107.245419541783235	1.928244927734695	0.145101165593578	0.145101165593578	1.000000000000000	0.959259782634472	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1
26000	-113.120417118900832	-114.603945361518740	1.483528242617905	0.295813251327472	0.295813251327472	1.000000000000000	0.913011943650783	0.000000000000000	16083	16089	16106	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	2	3	5	3	6	8	1	1	1	1	1	1	1	1	1	1	1	1
26500	-109.151097357597735	-110.675446038091508	1.524348680493778	0.189267566520766	0.189267566520766	1.000000000000000	0.917162409785408	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16102	0	1	2	1	1	5	6	5	6	7	1	1	1	1	1	1	1	1	1	1	1	1
27000	-107.095006418333440	-109.251251962699442	2.156245544366006	0.216337156024101	0.216337156024101	1.000000000000000	0.983871529556249	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	1	6	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1
27500	-117.968669623049607	-119.583628557348362	1.614958934298760	0.291786013798250	0.291786013798250	1.000000000000000	0.926442861481978	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	2	3	5	5	3	9	1	1	1	1	1	1	1	1	1	1	2	1
28000	-115.354416127666795	-116.043195735095068	0.688779607428277	0.279089492542010	0.279089492542010	1.000000000000000	0.835845308566890	0.000000000000000	16083	16089	16107	16112	16114	16124	16132	16135	16133	16139	16102	0	1	1	3	3	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	2	1
28500	-109.561651386290450	-110.808816505489489	1.247165119199045	0.112160332446156	0.112160332446156	1.000000000000000	0.889346028334901	0.000000000000000	16083	16089	16107	16110	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	5	6	5	5	9	2	1	1	1	1	1	1	1	1	1	1	1
29000	-109.480719970967229	-111.451209960375991	1.970489989408759	0.249123717578861	0.249123717578861	1.000000000000000	0.963773032117927	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	3	1	1	5	6	5	6	1	1	1	1	1	1	1	1	1	1	1	1
29500	-107.715182313096278	-109.975272159758447	2.260089846662164	0.180311027396639	0.180311027396639	1.000000000000000	0.995289435636553	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	5	5	5	4	5	1	1	1	1	1	1	1	1	1	1	1	1
30000	-106.043138960408811	-107.892130295815889	1.848991335407083	0.153700281721332	0.153700281721332	1.000000000000000	0.950849668329602	0.000000000000000	16083	16089	16105	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	1	5	6	5	1	1	1	1	1	1	1	1	1	1	1	1
30500	-114.261104730886004	-116.007171078275817	1.746066347389808	0.217694498838958	0.217694498838958	1.000000000000000	0.940037589038991	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	4	2	4	6	5	4	2	1	1	1	1	1	1	1	1	1	1	1
31000	-108.866593723816081	-111.152506652386407	2.285912928570323	0.190795111132226	0.190795111132226	1.000000000000000	0.998149252036307	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	4	5	5	5	5	6	2	1	1	1	1	1	1	1	1	1	1	1
31500	-109.804741586221752	-111.324264326612393	1.519522740390647	0.209050954036162	0.209050954036162	1.000000000000000	0.916670744854776	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	5	2	6	8	1	1	1	1	1	1	1	1	1	1	1	1
32000	-111.336827373834154	-113.332538022012201	1.995710648178049	0.292105730245295	0.292105730245295	1.000000000000000	0.966477596595046	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	1	4	6	6	6	2	1	1	1	1	1	1	1	1	1	1	1
32500	-106.397769203722120	-108.480124947880043	2.082355744157928	0.123889733828618	0.123889733828618	1.000000000000000	0.975827033890778	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	2	1	1	5	5	11	5	6	1	1	1	1	1	1	1	1	1	1	1	1
33000	-108.075365968939423	-110.249252329060070	2.173886360120645	0.119012672179279	0.119012672179279	1.000000000000000	0.985801898162394	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16100	0	1	1	1	4	5	6	5	1	5	2	1	1	1	1	1	1	1	1	1	1	1
33500	-108.818148724117194	-110.957284206902870	2.139135482785674	0.092851945301109	0.092851945301109	1.000000000000000	0.982002850579998	0.000000000000000	16083	16089	16107	16109	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	3	6	1	5	6	1	1	1	1	1	1	1	1	1	1	1	1
34000	-113.630294891572376	-114.974166814652989	1.343871923080607	0.068329033715396	0.068329033715396	1.000000000000000	0.898953755698595	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	3	2	5	5	6	8	1	1	1	1	1	1	1	1	1	1	1	1
34500	-112.695698809781788	-114.863622824053877	2.167924014272087	0.317039576309159	0.317039576309159	1.000000000000000	0.985149037567973	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	2	1	5	6	2	1	1	1	1	1	1	1	1	1	1	1	1
35000	-108.147105513382684	-110.260717926921160	2.113612413538479	0.216334283104603	0.216334283104603	1.000000000000000	0.979221937106776	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	6	7	5	9	1	1	1	1	1	1	1	1	1	1	1	1
35500	-109.443923104817699	-111.568871674035236	2.124948569217532	0.235365752945391	0.235365752945391	1.000000000000000	0.980456115581721	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	2	3	1	5	6	5	5	8	2	1	1	1	1	1	1	1	1	1	1	1
36000	-110.350169050252859	-112.124844571637453	1.774675521384597	0.238999491027959	0.238999491027959	1.000000000000000	0.943030532270222	0.000000000000000	16083	16089	16107	16112	16117	16122	16131	16135	16133	16139	16102	0	1	1	2	1	1	1	5	7	6	1	1	1	1	1	1	1	1	1	1	1	1
36500	-111.373128826017648	-113.578348426640829	2.205219600623179	0.153104485090261	0.153104485090261	1.000000000000000	0.989239920261989	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	3	3	5	5	1	4	3	1	1	1	1	1	1	1	1	1	1	1	1
37000	-109.494879680726584	-111.767459795261175	2.272580114534593	0.190829020890158	0.190829020890158	1.000000000000000	0.996671664733319	0.000000000000000	16083	16088	16105	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	3	5	1	1	7	6	1	1	1	1	1	1	1	1	1	1	1	1
37500	-112.536997949858872	-114.638305236408371	2.101307286549502	0.153099333369632	0.153099333369632	1.000000000000000	0.977884024127200	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	4	4	1	6	6	1	1	1	1	1	1	1	1	2	1	1	1
38000	-116.616123215860469	-117.604681383013798	0.988558167153323	0.149024241626578	0.149024241626578	1.000000000000000	0.864155117835991	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16132	16139	16102	0	1	1	3	2	4	1	4	6	1	1	1	1	1	1	1	1	1	1	1	2	1
38500	-108.067998723043161	-110.352878974970153	2.284880251926991	0.129296011105929	0.129296011105929	1.000000000000000	0.998034729115703	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	4	5	5	1	9	1	1	1	1	1	1	1	1	1	1	1	1
39000	-107.069451983619999	-108.978032034308214	1.908580050688219	0.146913205896265	0.146913205896265	1.000000000000000	0.957166101279889	0.000000000000000	16083	16088	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	1	4	6	1	6	6	1	1	1	1	1	1	1	1	1	1	1	1
39500	-108.333296162348063	-110.609199440962001	2.275903278613936	0.047112058409315	0.047112058409315	1.000000000000000	0.997039744181286	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	2	6	5	1	9	1	1	1	1	1	1	1	1	1	1	1	1
40000	-107.574567717666326	-109.106034429079301	1.531466711412980	0.108860054321685	0.108860054321685	1.000000000000000	0.917888073418568	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	1	2	6	5	6	9	1	1	1	1	1	1	1	1	1	1	1	1
40500	-118.849809564830224	-118.532810783907678	-0.316998780922547	0.268857181632844	0.268857181632844	1.000000000000000	0.747467184601484	0.000000000000000	16083	16089	16105	16112	16117	16124	16132	16135	16132	16139	16102	0	1	1	1	4	4	2	7	5	11	1	1	1	1	1	1	1	1	1	1	2	1
41000	-108.429245878353825	-110.672386411353031	2.243140532999204	0.249670896789680	0.249670896789680	1.000000000000000	0.993416813634327	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	6	4	6	9	1	1	1	1	1	1	1	1	1	1	1	1
41500	-107.579985178955397	-109.123725359963530	1.543740181008127	0.131656454674159	0.131656454674159	1.000000000000000	0.919140668580574	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16132	16139	16102	0	1	1	2	1	5	1	5	6	9	1	1	1	1	1	1	1	1	1	1	1	1
42000	-106.323515975619387	-108.425223042872361	2.101707067252981	0.159745481500890	0.159745481500890	1.000000000000000	0.977927462776755	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	11	6	8	2	1	1	1	1	1	1	1	1	1	1	1
42500	-108.229135282038527	-110.454214401641849	2.225079119603316	0.207380218919226	0.207380218919226	1.000000000000000	0.991425200295008	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16137	16102	0	1	1	1	3	4	5	1	6	9	1	1	1	1	1	1	1	1	1	1	1	1
43000	-106.377136059331917	-108.389298564061562	2.012162504729649	0.040490952400356	0.040490952400356	1.000000000000000	0.968245917976457	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	1	5	8	1	1	1	1	1	1	1	1	1	1	1	1
43500	-112.376773445824242	-113.911441805840624	1.534668360016383	0.136919622888475	0.136919622888475	1.000000000000000	0.918214659845772	0.000000000000000	16083	16089	16106	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	4	3	5	5	6	8	2	1	1	1	1	1	1	1	1	1	1	1
44000	-109.403619319653274	-111.699364746426468	2.295745426773195	0.150397839040237	0.150397839040237	1.000000000000000	0.999240325785250	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	3	3	6	6	6	2	1	1	1	1	1	1	1	1	1	1	1
44500	-104.548679317025844	-106.576343753628350	2.027664436602501	0.111632447682913	0.111632447682913	1.000000000000000	0.969915097564978	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
45000	-106.373754188486586	-108.459203345862079	2.085449157375490	0.141290774783124	0.141290774783124	1.000000000000000	0.976162495565862	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	5	5	4	1	1	1	1	1	1	1	1	1	1	1	1
45500	-113.098329459687037	-115.090983315821617	1.992653856134578	0.179224281593947	0.179224281593947	1.000000000000000	0.966149394442134	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16136	16102	0	1	2	3	2	5	5	3	5	1	2	1	1	1	1	1	1	1	1	1	1	1
