step	post	like	prior	mu1	mu2	gamma	pi	spa1	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
17500	-109.185970415377241	-111.179069260710008	1.993098845332768	0.220814536343043	0.220814536343043	1.000000000000000	0.966197165183580	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	4	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1
18000	-111.145153033056062	-111.870797285566155	0.725644252510096	0.102272191387757	0.102272191387757	1.000000000000000	0.839276012268117	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	6	1	6	1	1	1	1	1	1	1	2	1	1	1	1
18500	-106.397267731023163	-108.617831694455361	2.220563963432193	0.200933992591049	0.200933992591049	1.000000000000000	0.990927942859457	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	5	6	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1
19000	-106.639369967080384	-108.112463236126331	1.473093269045946	0.056085731445277	0.056085731445277	1.000000000000000	0.911953973151993	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
19500	-106.886411076202478	-108.948820189529798	2.062409113327316	0.171832119772907	0.171832119772907	1.000000000000000	0.973666710773317	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	1	5	5	9	1	1	1	1	1	1	1	1	1	1	1	1
20000	-107.986761425531938	-110.176449386226039	2.189687960694097	0.136911796009319	0.136911796009319	1.000000000000000	0.987534223783842	0.000000000000000	16083	16089	16107	16109	16117	16124	16132	16135	16133	16137	16102	0	1	1	3	1	3	6	6	1	6	1	1	1	1	1	1	1	1	1	1	1	1
20500	-108.211539338710068	-108.463351085270759	0.251811746560697	0.104561191591612	0.104561191591612	1.000000000000000	0.796232774859508	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	6	1	9	1	1	1	1	1	1	1	1	1	1	1	1
21000	-105.554177696866077	-106.926890242153178	1.372712545287099	0.082523727431139	0.082523727431139	1.000000000000000	0.901839085785797	0.000000000000000	16083	16089	16105	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
21500	-107.897947015872020	-109.853224928678770	1.955277912806750	0.183435909030025	0.183435909030025	1.000000000000000	0.962145409235471	0.000000000000000	16083	16089	16105	16110	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	5	5	6	8	2	1	1	1	1	1	1	1	1	1	1	1
22000	-105.756885167671456	-107.891398060162146	2.134512892490694	0.112182591185516	0.112182591185516	1.000000000000000	0.981498602659865	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16133	16133	16139	16102	0	1	1	1	1	5	6	6	6	8	2	1	1	1	1	1	1	1	1	1	1	1
22500	-115.880204179734690	-117.580384790321318	1.700180610586622	0.179598691973160	0.179598691973160	1.000000000000000	0.935257083961309	0.000000000000000	16083	16089	16105	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	2	2	1	4	6	3	2	1	1	1	1	1	1	1	1	1	1	1
23000	-114.610278297576954	-115.257978588460077	0.647700290883121	0.152314243306034	0.152314243306034	1.000000000000000	0.832038896108365	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16132	16139	16102	0	1	1	3	3	4	1	5	4	5	1	1	1	1	1	1	1	1	1	1	1	1
23500	-110.179245317960962	-110.681687883302260	0.502442565341296	0.170841763810567	0.170841763810567	1.000000000000000	0.818717787428151	0.000000000000000	16083	16085	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	1	11	6	5	1	1	1	1	1	1	1	1	1	1	1	1
24000	-108.482069661136578	-110.530533568366735	2.048463907230152	0.103627727692982	0.103627727692982	1.000000000000000	0.972159214210861	0.000000000000000	16083	16089	16105	16112	16117	16120	16132	16135	16133	16139	16102	0	1	1	3	2	1	6	5	6	9	1	1	1	1	1	1	1	1	1	1	1	1
24500	-107.540315498418096	-109.666301990221982	2.125986491803881	0.193727629360001	0.193727629360001	1.000000000000000	0.980569192940491	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-111.168314442478376	-113.447346347928118	2.279031905449743	0.313952920173987	0.313952920173987	1.000000000000000	0.997386400575491	0.000000000000000	16083	16089	16105	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	2	1	5	4	6	4	8	1	1	1	1	1	1	1	1	1	1	1	1
25500	-108.706497782925624	-109.382950145687303	0.676452362761686	0.159561834909232	0.159561834909232	1.000000000000000	0.834701240077304	0.000000000000000	16083	16089	16107	16112	16117	16124	16130	16135	16133	16139	16102	0	1	1	1	1	1	1	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1
26000	-106.596699688159035	-108.786606932858362	2.189907244699322	0.179308442200435	0.179308442200435	1.000000000000000	0.987558285239178	0.000000000000000	16083	16085	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	6	6	5	9	2	1	1	1	1	1	1	1	1	1	1	1
26500	-109.315593274572649	-111.436924915561477	2.121331640988830	0.196373439588447	0.196373439588447	1.000000000000000	0.980062168146840	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	3	4	6	11	6	9	1	1	1	1	1	1	1	1	1	1	1	1
27000	-107.665702229733114	-109.930819781192952	2.265117551459834	0.071483378466909	0.071483378466909	1.000000000000000	0.995845593351981	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	1	3	1	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-119.523233478973637	-120.001437515857560	0.478204036883929	0.101706139266546	0.101706139266546	1.000000000000000	0.816515807868314	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	3	4	5	5	2	6	1	1	1	1	1	1	1	2	1	1	1	1
28000	-110.126981977248604	-111.088171133081488	0.961189155832888	0.065418409807560	0.065418409807560	1.000000000000000	0.861531212707182	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16132	16139	16102	0	1	1	1	1	1	5	6	6	6	1	1	1	2	1	1	1	1	1	1	1	1
28500	-107.159755927506254	-108.975890977115156	1.816135049608903	0.126026599986471	0.126026599986471	1.000000000000000	0.947384731513809	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	1	2	1	5	11	6	8	1	1	1	1	1	1	1	1	1	1	1	1
29000	-107.162625917585117	-109.152598601288219	1.989972683703103	0.063534334189254	0.063534334189254	1.000000000000000	0.965861613630254	0.000000000000000	16083	16089	16107	16112	16117	16121	16132	16135	16133	16139	16102	0	1	1	3	1	5	5	6	6	5	1	1	1	1	1	1	1	1	1	1	1	1
29500	-107.046196320805564	-109.276019842586663	2.229823521781101	0.165888266177712	0.165888266177712	1.000000000000000	0.991947973616550	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	1	5	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-107.080630404980354	-108.607837862375007	1.527207457394653	0.113933909138408	0.113933909138408	1.000000000000000	0.917453785249644	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	6	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1
30500	-103.782356977182914	-106.046280488381186	2.263923511198277	0.129007761350694	0.129007761350694	1.000000000000000	0.995713482145541	0.000000000000000	16083	16089	16107	16112	16117	16124	16131	16135	16133	16138	16102	0	1	1	1	1	5	5	9	5	6	1	1	1	1	1	1	1	1	1	1	1	1
31000	-111.090732458103204	-111.775833534510042	0.685101076406835	0.120325940140205	0.120325940140205	1.000000000000000	0.835503746941182	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	1	4	6	6	8	1	1	1	1	1	1	1	1	1	1	1	1
31500	-114.795140627570234	-116.166642166864960	1.371501539294723	0.076889321568339	0.076889321568339	1.000000000000000	0.901717745889827	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	2	1	5	5	11	5	9	1	1	1	1	1	1	1	1	1	2	1	1
32000	-106.170914578364687	-107.946608844615753	1.775694266251058	0.162197271414059	0.162197271414059	1.000000000000000	0.943137283591202	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1
32500	-104.658993175818296	-106.823359882021535	2.164366706203245	0.096973903909163	0.096973903909163	1.000000000000000	0.984759727998229	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	6	5	1	8	1	1	1	1	1	1	1	1	1	1	1	1
33000	-107.803475588148075	-110.075616888570323	2.272141300422252	0.125199867345079	0.125199867345079	1.000000000000000	0.996623071074433	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	4	5	6	5	5	1	1	1	1	1	1	1	1	1	1	1	1
33500	-106.691796273307205	-108.912038357494978	2.220242084187777	0.117607415595224	0.117607415595224	1.000000000000000	0.990892503589023	0.000000000000000	16083	16089	16107	16112	16114	16124	16132	16131	16133	16139	16102	0	1	1	1	1	1	6	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-108.183667988083343	-110.355836455715675	2.172168467632333	0.201420891398481	0.201420891398481	1.000000000000000	0.985613749266740	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1
34500	-109.043974189292015	-111.180284299736513	2.136310110444499	0.119936211406256	0.119936211406256	1.000000000000000	0.981694618553878	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16134	16102	0	1	1	2	1	5	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1
35000	-110.863597592371661	-112.965743106915525	2.102145514543869	0.199414870736907	0.199414870736907	1.000000000000000	0.977975105009083	0.000000000000000	16083	16089	16107	16112	16117	16121	16132	16135	16133	16139	16102	0	1	1	3	4	4	5	11	4	6	1	1	1	1	1	1	1	1	1	1	1	1
35500	-105.915413531939748	-107.900688105765497	1.985274573825750	0.126523965344879	0.126523965344879	1.000000000000000	0.965357553650304	0.000000000000000	16083	16089	16107	16112	16115	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	6	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
36000	-106.688420770860105	-108.703648657993995	2.015227887133896	0.117159639850598	0.117159639850598	1.000000000000000	0.968575756811160	0.000000000000000	16083	16089	16107	16112	16117	16124	16131	16135	16133	16139	16102	0	1	1	1	1	2	6	6	5	5	1	1	1	1	1	1	1	1	1	1	1	1
36500	-108.792759618184391	-111.058174033366328	2.265414415181930	0.120259664984851	0.120259664984851	1.000000000000000	0.995878441719225	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	1	1	11	4	9	1	1	1	1	1	1	1	1	1	1	1	1
37000	-107.261679060525807	-109.546623773629207	2.284944713103398	0.120469551745380	0.120469551745380	1.000000000000000	0.998041877418273	0.000000000000000	16083	16089	16107	16112	16117	16124	16131	16135	16133	16139	16102	0	1	1	2	3	5	5	6	5	9	1	1	1	1	1	1	1	1	1	1	1	1
37500	-109.756548805582398	-111.567910121430046	1.811361315847650	0.176305764148670	0.176305764148670	1.000000000000000	0.946882357816855	0.000000000000000	16083	16089	16107	16112	16117	16121	16132	16135	16133	16139	16102	0	1	1	3	1	1	1	11	1	9	2	1	1	1	1	1	1	1	1	1	1	1
38000	-108.836007474964319	-111.066436935668790	2.230429460704477	0.152546488707248	0.152546488707248	1.000000000000000	0.992014760296692	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16102	0	1	1	1	1	1	1	6	6	2	2	1	1	1	1	1	1	1	1	1	1	1
38500	-114.689986923468950	-116.357891172678322	1.667904249209371	0.104355765302675	0.104355765302675	1.000000000000000	0.931909013787330	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	3	5	5	7	6	5	1	1	1	1	2	1	1	1	1	1	1	1
39000	-107.882868466242144	-109.458716526095301	1.575848059853164	0.142773607470157	0.142773607470157	1.000000000000000	0.922425597683331	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	1	1	5	6	5	1	1	1	1	1	1	1	1	1	1	1	1
39500	-107.986581354833078	-110.151872717714028	2.165291362880945	0.050826241878224	0.050826241878224	1.000000000000000	0.984860907046625	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	5	1	5	5	9	1	1	1	1	1	1	1	1	1	1	1	1
40000	-108.280844686026398	-110.370899446320905	2.090054760294501	0.109874047927252	0.109874047927252	1.000000000000000	0.976662158606490	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16100	0	1	1	1	4	1	6	11	6	8	2	1	1	1	1	1	1	1	1	1	1	1
40500	-108.976277254947036	-110.913835751412506	1.937558496465473	0.112350229587573	0.112350229587573	1.000000000000000	0.960252977769372	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16131	16139	16102	0	1	1	1	1	1	6	7	4	5	1	1	1	1	1	1	1	1	1	1	1	1
41000	-112.065587874469088	-112.711573357128003	0.645985482658908	0.214405728590215	0.214405728590215	1.000000000000000	0.831880379305628	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	6	6	1	1	2	1	1	1	1	1	1	1	1	1	1	1
41500	-104.109694847700837	-106.239155663974898	2.129460816274062	0.095767661881701	0.095767661881701	1.000000000000000	0.980947801074177	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1
42000	-109.973706642410576	-112.230397753596932	2.256691111186359	0.219221356797638	0.219221356797638	1.000000000000000	0.994913648206290	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	4	1	6	5	5	1	2	1	1	1	1	1	1	1	1	1	1	1
42500	-107.291001286021128	-108.959182301212607	1.668181015191479	0.135454989559891	0.135454989559891	1.000000000000000	0.931937672085023	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	3	6	5	5	1	1	1	1	1	1	1	1	1	1	1	1
43000	-106.256257121376024	-107.631600001098150	1.375342879722131	0.112746755583286	0.112746755583286	1.000000000000000	0.902102695238666	0.000000000000000	16083	16089	16107	16110	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
43500	-111.592871444419842	-113.201577664357842	1.608706219937997	0.239541915599705	0.239541915599705	1.000000000000000	0.925799442504872	0.000000000000000	16083	16089	16105	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	6	5	5	1	1	1	1	2	1	1	1	1	1	1	1
44000	-112.160756504608784	-114.190989735550801	2.030233230942014	0.111829361549745	0.111829361549745	1.000000000000000	0.970191971788532	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	1	1	1	2	2	1	1	5	2	1	1	1	1	1	1	1	1	1	1	1
44500	-113.366169076483672	-114.984631196928305	1.618462120444638	0.138526435486848	0.138526435486848	1.000000000000000	0.926803542984592	0.000000000000000	16083	16089	16105	16112	16117	16124	16132	16135	16133	16138	16102	0	1	2	3	3	1	1	4	1	9	1	1	1	1	1	1	1	1	1	1	1	1
45000	-106.983818394820943	-108.727037898689503	1.743219503868558	0.172666683269993	0.172666683269993	1.000000000000000	0.939740287182119	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	5	6	9	2	1	1	1	1	1	1	1	1	1	1	1
45500	-108.045891803505214	-110.336755777430668	2.290863973925459	0.047377203178010	0.047377203178010	1.000000000000000	0.998698501122077	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	3	5	1	1	6	8	1	1	1	1	1	1	1	1	1	1	1	1
