step	post	like	prior	mu1	mu2	gamma	pi	spa1	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
46000	-112.834352988656420	-115.002824031321438	2.168471042665025	0.053980391372108	0.053980391372108	1.000000000000000	0.985208917664942	0.000000000000000	16083	16086	16107	16112	16117	16124	16132	16135	16133	16139	16100	0	1	1	1	1	1	6	6	5	8	2	1	1	2	1	1	1	1	1	1	1	1
46500	-114.649517674080883	-116.719874455975528	2.070356781894651	0.377396460968473	0.377396460968473	1.000000000000000	0.974526910562270	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16138	16102	0	1	2	2	3	4	6	7	6	3	1	1	1	1	1	1	1	1	1	1	1	1
47000	-110.798024619286906	-112.396177505578464	1.598152886291555	0.175423365213468	0.175423365213468	1.000000000000000	0.924714493130290	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	1	4	6	5	3	6	1	1	1	1	1	1	1	1	1	1	1	1
47500	-104.990940841608591	-106.737025035329566	1.746084193720978	0.069745829341338	0.069745829341338	1.000000000000000	0.940039453065520	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	6	6	5	1	1	1	1	1	1	1	1	1	1	1	1
48000	-107.253379158280126	-109.509045736175338	2.255666577895211	0.170101127460452	0.170101127460452	1.000000000000000	0.994800396635368	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	3	5	6	6	5	6	1	1	1	1	1	1	1	1	1	1	1	1
48500	-109.385077194388302	-111.590105788314702	2.205028593926404	0.207102925225993	0.207102925225993	1.000000000000000	0.989218925879273	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	4	6	4	6	9	2	1	1	1	1	1	1	1	1	1	1	1
49000	-111.966968851010364	-114.223846134690149	2.256877283679791	0.146311199512427	0.146311199512427	1.000000000000000	0.994934229036337	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	3	5	6	6	1	9	1	1	1	1	1	1	1	1	1	2	1	1
49500	-106.607246850875413	-108.519971034063133	1.912724183187717	0.105498210577465	0.105498210577465	1.000000000000000	0.957606938671212	0.000000000000000	16083	16087	16107	16112	16117	16124	16132	16135	16133	16139	16100	0	1	1	1	1	3	5	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
50000	-104.646751680026995	-106.374063311786614	1.727311631759626	0.104640857618630	0.104640857618630	1.000000000000000	0.938080724475469	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16131	16139	16102	0	1	1	1	1	5	5	9	5	8	1	1	1	1	1	1	1	1	1	1	1	1
50500	-114.125030962286615	-115.765082855588403	1.640051893301782	0.279928944596175	0.279928944596175	1.000000000000000	0.929029487116076	0.000000000000000	16083	16089	16107	16111	16115	16124	16132	16135	16133	16139	16102	0	1	1	3	3	4	1	1	3	7	1	1	1	1	1	1	1	1	1	1	1	1
51000	-108.263990992223441	-110.264661908270782	2.000670916047337	0.110994617113317	0.110994617113317	1.000000000000000	0.967010408716470	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	4	6	6	9	2	1	1	1	1	1	1	1	1	1	1	1
51500	-109.131734920061049	-110.817036353340171	1.685301433279128	0.175827106298019	0.175827106298019	1.000000000000000	0.933712155163682	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	4	5	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
52000	-109.967732559694824	-111.404982124675328	1.437249564980505	0.043213895718871	0.043213895718871	1.000000000000000	0.908329217276846	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	1	5	6	9	1	1	1	1	1	1	1	1	1	1	1	1
52500	-110.535381108973070	-112.488668891026649	1.953287782053584	0.242754445721484	0.242754445721484	1.000000000000000	0.961932677737873	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	5	6	3	1	9	2	1	1	1	1	1	1	1	1	1	1	1
53000	-107.569482105891510	-109.576641144143863	2.007159038252351	0.147997314678567	0.147997314678567	1.000000000000000	0.967707780244170	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	4	5	6	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1
53500	-106.132923390768696	-108.416145253649987	2.283221862881288	0.117936440247252	0.117936440247252	1.000000000000000	0.997850842740176	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16130	16139	16102	0	1	1	1	4	5	5	11	1	6	1	1	1	1	1	1	1	1	1	1	1	1
54000	-107.224871763079889	-109.054958829636419	1.830087066556531	0.072164364673669	0.072164364673669	1.000000000000000	0.948854529125080	0.000000000000000	16083	16087	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	1	6	6	6	8	1	1	1	1	1	1	1	1	1	1	1	1
54500	-108.626630951008423	-110.827141798412242	2.200510847403816	0.171266594470601	0.171266594470601	1.000000000000000	0.988722490447725	0.000000000000000	16083	16089	16107	16112	16117	16122	16132	16135	16133	16139	16102	0	1	1	1	1	5	3	6	1	3	1	1	1	1	1	1	1	1	1	1	1	1
55000	-108.804675409919270	-110.855477002277993	2.050801592358720	0.199422621884942	0.199422621884942	1.000000000000000	0.972411758356331	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	4	5	9	2	1	1	1	1	1	1	1	1	1	1	1
55500	-109.500431539864749	-111.061178047727211	1.560746507862463	0.204180291247210	0.204180291247210	1.000000000000000	0.920879111274120	0.000000000000000	16083	16089	16106	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	2	1	5	6	6	6	3	1	1	1	1	1	1	1	1	1	1	1	1
56000	-111.774146828696132	-112.975518256396583	1.201371427700455	0.140206317882736	0.140206317882736	1.000000000000000	0.884832361525851	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	4	5	3	1	5	8	1	1	1	1	1	1	1	1	1	1	1	1
56500	-106.775702195403781	-108.889469456951872	2.113767261548095	0.131262049075659	0.131262049075659	1.000000000000000	0.979238785092594	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	11	4	9	1	1	1	1	1	1	1	1	1	1	1	1
57000	-113.779744154892867	-115.334576286177906	1.554832131285037	0.317493510682751	0.317493510682751	1.000000000000000	0.920274151644022	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	3	2	1	11	7	9	1	1	1	1	1	1	1	1	1	1	1	1
57500	-108.302275200966832	-110.361624837063474	2.059349636096646	0.118171557189172	0.118171557189172	1.000000000000000	0.973335776899887	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	6	2	6	5	1	1	1	1	1	1	1	1	1	1	1	1
58000	-107.645900693404911	-109.932182278485229	2.286281585080322	0.145115524725671	0.145115524725671	1.000000000000000	0.998190138898114	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16137	16102	0	1	1	2	1	2	6	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
58500	-108.087747813574794	-110.381258676037561	2.293510862462770	0.199054750116843	0.199054750116843	1.000000000000000	0.998992260274261	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	1	6	6	4	5	1	1	1	1	1	1	1	1	1	1	1	1
59000	-106.210159878987085	-107.946109232150675	1.735949353163588	0.179939736530848	0.179939736530848	1.000000000000000	0.938981476648062	0.000000000000000	16083	16089	16107	16112	16115	16124	16132	16133	16133	16139	16102	0	1	1	1	1	1	5	5	6	9	1	1	1	1	1	1	1	1	1	1	1	1
59500	-105.844478843364172	-107.910886708019703	2.066407864655533	0.139941598797846	0.139941598797846	1.000000000000000	0.974099412564685	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	7	6	8	1	1	1	1	1	1	1	1	1	1	1	1
60000	-109.757811421926590	-111.700697421139580	1.942885999212984	0.202403773701969	0.202403773701969	1.000000000000000	0.960821562746813	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	1	1	1	3	5	5	1	1	1	1	1	1	1	1	1	1	1	1
60500	-107.750326720853565	-109.990157872417100	2.239831151563538	0.182368846460097	0.182368846460097	1.000000000000000	0.993051592434799	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	2	5	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
61000	-113.339725756391658	-114.990550488274764	1.650824731883109	0.176905605550837	0.176905605550837	1.000000000000000	0.930142184556218	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	1	2	5	11	1	8	2	1	1	1	2	1	1	1	1	1	1	1
61500	-112.101852772499129	-113.982401404624014	1.880548632124888	0.281678574099424	0.281678574099424	1.000000000000000	0.954189547563004	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	3	5	1	5	3	2	1	1	1	1	1	1	1	1	1	1	1
62000	-106.793817512762161	-108.871305991299423	2.077488478537266	0.097359589675839	0.097359589675839	1.000000000000000	0.975299442191492	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	3	5	6	1	9	1	1	1	1	1	1	1	1	1	1	1	1
62500	-111.406368134352590	-113.467354456185546	2.060986321832960	0.188046481889723	0.188046481889723	1.000000000000000	0.973512797971247	0.000000000000000	16083	16089	16107	16112	16117	16121	16132	16135	16133	16137	16102	0	1	1	1	2	3	4	5	3	9	1	1	1	1	1	1	1	1	1	1	1	1
63000	-111.546549090233455	-113.819810926156137	2.273261835922684	0.181637134196326	0.181637134196326	1.000000000000000	0.996747162302717	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	2	1	2	1	2	4	6	5	1	1	1	1	1	1	1	1	1	1	1	1
63500	-108.153597663563872	-110.145038087169439	1.991440423605573	0.174850745818288	0.174850745818288	1.000000000000000	0.966019141322731	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	6	2	5	8	1	1	1	1	1	1	1	1	1	1	1	1
64000	-107.696780628151586	-109.477423456265228	1.780642828113645	0.223349181509194	0.223349181509194	1.000000000000000	0.943656000983169	0.000000000000000	16083	16089	16107	16112	16117	16124	16130	16135	16133	16139	16102	0	1	1	1	1	1	6	5	1	6	1	1	1	1	1	1	1	1	1	1	1	1
64500	-112.935027849965451	-114.858153141091833	1.923125291126387	0.285678054812558	0.285678054812558	1.000000000000000	0.958714264307820	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	1	1	11	3	1	2	1	1	1	1	1	1	1	1	1	1	1
65000	-110.047604172147231	-111.414762031099059	1.367157858951827	0.199396844587791	0.199396844587791	1.000000000000000	0.901282653820803	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	6	7	4	9	1	1	1	1	1	1	1	1	1	1	1	1
65500	-111.670995789327847	-113.743872641378758	2.072876852050908	0.301095311151391	0.301095311151391	1.000000000000000	0.974799823900949	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	2	2	1	3	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1
66000	-106.370519279772751	-108.414157798570443	2.043638518797693	0.120524164698404	0.120524164698404	1.000000000000000	0.971638126600933	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	1	5	3	5	5	9	1	1	1	1	1	1	1	1	1	1	1	1
66500	-109.979507053884532	-111.360896504715996	1.381389450831459	0.199352177906259	0.199352177906259	1.000000000000000	0.902708968663902	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16132	16139	16102	0	1	2	1	1	3	6	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
67000	-108.469102052377238	-110.637955742394695	2.168853690017452	0.209759534247795	0.209759534247795	1.000000000000000	0.985250806064733	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	4	5	1	1	5	9	1	1	1	1	1	1	1	1	1	1	1	1
67500	-114.197809823919613	-115.437041093997593	1.239231270077982	0.272307689579437	0.272307689579437	1.000000000000000	0.888562380770710	0.000000000000000	16083	16089	16106	16112	16117	16124	16130	16135	16133	16139	16102	0	1	1	3	3	3	5	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
68000	-111.885724041392649	-113.855708137218613	1.969984095825965	0.154009192376552	0.154009192376552	1.000000000000000	0.963718859574670	0.000000000000000	16083	16089	16107	16112	16117	16124	16127	16135	16133	16139	16102	0	1	1	2	1	1	5	1	1	8	1	1	1	1	1	1	1	1	2	1	1	1
68500	-104.497935698607961	-106.519076132464377	2.021140433856421	0.089501767031549	0.089501767031549	1.000000000000000	0.969212271357985	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	6	1	9	1	1	1	1	1	1	1	1	1	1	1	1
69000	-109.632203521297043	-111.615614230939300	1.983410709642262	0.091573529780791	0.091573529780791	1.000000000000000	0.965157652642758	0.000000000000000	16083	16089	16107	16109	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	1	6	1	6	5	2	1	1	1	1	1	1	1	1	1	1	1
69500	-106.847747048308221	-108.998485950220697	2.150738901912479	0.104848428661660	0.104848428661660	1.000000000000000	0.983269732709085	0.000000000000000	16083	16089	16107	16112	16117	16124	16131	16135	16133	16139	16102	0	1	1	2	1	1	1	5	5	8	1	1	1	1	1	1	1	1	1	1	1	1
70000	-103.515577315694600	-105.764078871138238	2.248501555443643	0.087708194595624	0.087708194595624	1.000000000000000	0.994008737671670	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16133	16133	16139	16102	0	1	1	1	1	5	6	6	6	9	1	1	1	1	1	1	1	1	1	1	1	1
70500	-109.473548289155460	-111.723058793634465	2.249510504479009	0.225793859436695	0.225793859436695	1.000000000000000	0.994120177713295	0.000000000000000	16083	16089	16107	16112	16116	16121	16132	16135	16133	16139	16102	0	1	1	3	1	5	3	6	6	5	2	1	1	1	1	1	1	1	1	1	1	1
71000	-112.954231269802236	-114.186653374159050	1.232422104356815	0.089632465989554	0.089632465989554	1.000000000000000	0.887890371847854	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	3	5	2	6	1	9	1	1	1	1	1	1	1	1	1	1	1	1
71500	-113.545192627164099	-115.241510835386961	1.696318208222858	0.326514453409396	0.326514453409396	1.000000000000000	0.934855799055253	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	4	5	1	6	7	2	1	1	1	1	1	1	1	1	1	1	1
72000	-106.535368912855390	-108.726388350798501	2.191019437943107	0.063002113759994	0.063002113759994	1.000000000000000	0.987680332297094	0.000000000000000	16083	16089	16107	16112	16117	16122	16132	16135	16133	16139	16102	0	1	1	1	3	5	5	6	6	9	1	1	1	1	1	1	1	1	1	1	1	1
72500	-114.346263826372308	-116.098625112190319	1.752361285818010	0.196352393040452	0.196352393040452	1.000000000000000	0.940695316670029	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16132	16139	16102	0	1	2	1	1	4	1	6	4	6	1	1	1	1	1	2	1	1	1	1	1	1
73000	-110.969184231212623	-112.761390646401608	1.792206415188985	0.181563167350204	0.181563167350204	1.000000000000000	0.944869230035870	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16102	0	1	1	1	3	1	5	1	6	3	2	1	1	1	1	1	1	1	1	1	1	1
73500	-110.282207793351304	-112.007451265815803	1.725243472464492	0.205029375882959	0.205029375882959	1.000000000000000	0.937865182533932	0.000000000000000	16083	16086	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	2	1	4	5	5	6	3	6	1	1	1	1	1	1	1	1	1	1	1	1
74000	-107.701105623563805	-109.923648046035083	2.222542422471280	0.258973864281540	0.258973864281540	1.000000000000000	0.991145801287204	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	1	5	6	6	6	9	1	1	1	1	1	1	1	1	1	1	1	1
74500	-113.061322082074426	-114.921655533495255	1.860333451420832	0.178544156098900	0.178544156098900	1.000000000000000	0.952048717851933	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	3	3	5	1	1	1	1	1	1	1	1	1	1	2	1
75000	-110.635285245316339	-112.610968456271536	1.975683210955193	0.166910446582485	0.166910446582485	1.000000000000000	0.964329313360507	0.000000000000000	16083	16089	16107	16109	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	2	4	5	11	1	5	1	1	1	1	1	1	1	1	1	1	1	1
75500	-112.874238741322671	-114.076208442087562	1.201969700764887	0.199158786919141	0.199158786919141	1.000000000000000	0.884891182521824	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	6	5	2	2	1	1	1	1	1	1	1	1	1	2	1
76000	-109.328708615083656	-110.207616361055130	0.878907745971478	0.084915188978758	0.084915188978758	1.000000000000000	0.853690663197742	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	1	5	6	8	1	1	1	1	1	1	1	1	1	1	1	1
76500	-106.834210761251200	-108.934333289192040	2.100122527940834	0.156724340925699	0.156724340925699	1.000000000000000	0.977755304097966	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	1	1	1	5	5	1	5	5	2	1	1	1	1	1	1	1	1	1	1	1
77000	-109.039692962692214	-111.155527674292742	2.115834711600521	0.204076315527471	0.204076315527471	1.000000000000000	0.979463758406952	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16102	0	1	2	1	2	5	1	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1
77500	-110.656426808581543	-112.034906763268481	1.378479954686937	0.086282212773076	0.086282212773076	1.000000000000000	0.902417190466423	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	4	5	1	6	8	1	1	1	1	1	1	1	1	1	1	1	1
78000	-116.694277753166190	-118.179418352708808	1.485140599542616	0.331008179254109	0.331008179254109	1.000000000000000	0.913175525095404	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16134	16133	16139	16102	0	1	1	3	4	2	2	7	3	1	2	1	1	1	1	1	1	1	1	1	1	1
78500	-111.298163922105829	-113.041343609289797	1.743179687183962	0.296188994743458	0.296188994743458	1.000000000000000	0.939736129708803	0.000000000000000	16083	16089	16107	16111	16115	16124	16132	16135	16133	16139	16102	0	1	1	1	4	1	3	5	6	6	1	1	1	1	1	1	1	1	1	1	1	1
79000	-111.786164926647174	-112.922134671241196	1.135969744594020	0.184612109079764	0.184612109079764	1.000000000000000	0.878425720479196	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	1	3	1	4	5	5	9	2	1	1	1	1	1	1	1	1	1	1	1
79500	-110.151017201585773	-112.073382421605487	1.922365220019707	0.275269940946417	0.275269940946417	1.000000000000000	0.958633302058610	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	11	5	7	2	1	1	1	1	1	1	1	1	1	1	1
80000	-110.085173132959355	-112.310674487361297	2.225501354401939	0.300344408352916	0.300344408352916	1.000000000000000	0.991471714077185	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	3	7	5	9	1	1	1	1	1	1	1	1	1	1	1	1
80500	-107.189656604873477	-109.477578661786140	2.287922056912658	0.047558656302713	0.047558656302713	1.000000000000000	0.998372100237322	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	6	5	6	6	1	1	1	1	1	1	1	1	1	1	1	1
81000	-108.306485101996728	-110.530615476122705	2.224130374125973	0.167593278166685	0.167593278166685	1.000000000000000	0.991320693561798	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	3	7	1	1	1	1	1	1	1	1	1	1	1	1	1
81500	-110.926074390705153	-113.218910090171335	2.292835699466178	0.195475975437055	0.195475975437055	1.000000000000000	0.998917320573211	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16102	0	1	1	1	2	4	5	7	6	1	2	1	1	1	1	1	1	1	1	1	1	1
82000	-105.629177023348561	-107.471488170607728	1.842311147259172	0.073953822113962	0.073953822113962	1.000000000000000	0.950144168556524	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1
82500	-104.758933053106659	-107.038820489907621	2.279887436800964	0.109973331385342	0.109973331385342	1.000000000000000	0.997481215674711	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16137	16102	0	1	1	1	1	1	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
83000	-119.735141076682638	-120.845650877612073	1.110509800929433	0.181652079455577	0.181652079455577	1.000000000000000	0.875944268740009	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	6	4	2	7	2	1	1	1	1	1	1	2	1	1	1	1
83500	-113.984990022510985	-115.641082928327194	1.656092905816204	0.082433674860590	0.082433674860590	1.000000000000000	0.930686805139415	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	4	5	5	11	6	1	1	1	1	1	1	1	1	1	2	1	2	1
84000	-109.048436995335194	-110.906584863852771	1.858147868517571	0.231041722236676	0.231041722236676	1.000000000000000	0.951817547988585	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16132	16133	16139	16100	0	1	1	1	2	5	5	5	6	9	2	1	1	1	1	1	1	1	1	1	1	1
84500	-108.922698234790843	-110.288277229717693	1.365578994926843	0.080172337988008	0.080172337988008	1.000000000000000	0.901124556271076	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	5	5	5	1	1	1	1	2	1	1	1	1	1	1	1
85000	-105.179364638274606	-107.440306579167128	2.260941940892517	0.071110218322050	0.071110218322050	1.000000000000000	0.995383671251421	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	1	11	1	5	1	1	1	1	1	1	1	1	1	1	1	1
85500	-110.347861656428179	-111.549000232636345	1.201138576208165	0.223211576299523	0.223211576299523	1.000000000000000	0.884809469095793	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	3	6	11	6	8	1	1	1	1	1	1	1	1	1	1	1	1
86000	-107.444401285623869	-109.736596296549209	2.292195010925336	0.197313052688228	0.197313052688228	1.000000000000000	0.998846212561964	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	3	1	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1	1
86500	-115.143091262287541	-115.879027260697342	0.735935998409800	0.134268833210952	0.134268833210952	1.000000000000000	0.840236296269857	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	2	1	6	5	3	1	1	1	1	1	1	1	1	1	2	1	1
87000	-109.725862543789106	-111.852801875375249	2.126939331586145	0.287085779624171	0.287085779624171	1.000000000000000	0.980673012362387	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	1	3	3	1	5	6	5	9	1	1	1	1	1	1	1	1	1	1	1	1
87500	-105.950730641055145	-107.623886325213761	1.673155684158613	0.135355411319124	0.135355411319124	1.000000000000000	0.932452934632674	0.000000000000000	16083	16089	16105	16112	16117	16124	16129	16135	16133	16139	16102	0	1	1	1	1	5	6	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1
88000	-105.706281043431687	-107.564445689585611	1.858164646153923	0.166046923732748	0.166046923732748	1.000000000000000	0.951819322351205	0.000000000000000	16083	16086	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	5	1	9	1	1	1	1	1	1	1	1	1	1	1	1
88500	-113.578305085892438	-115.582259914722925	2.003954828830494	0.146948423690521	0.146948423690521	1.000000000000000	0.967363315079164	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	3	5	3	4	5	1	2	1	1	1	1	1	1	1	1	1	1	1
89000	-109.581855772160353	-110.325452103603538	0.743596331443183	0.153613610332205	0.153613610332205	1.000000000000000	0.840951766251700	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16131	16139	16102	0	1	1	1	1	5	6	5	5	1	2	1	1	1	1	1	1	1	1	1	1	1
89500	-108.756385623726999	-110.961891309236776	2.205505685509784	0.082015272872935	0.082015272872935	1.000000000000000	0.989271365938484	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	4	1	1	6	6	9	1	1	1	1	1	1	1	1	1	1	1	1
90000	-110.852090762152500	-112.863733455027528	2.011642692875026	0.180994689005389	0.180994689005389	1.000000000000000	0.968189996735129	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	6	4	5	7	2	1	1	1	1	1	1	1	1	1	1	1
90500	-110.935904646474867	-112.386917614111184	1.451012967636322	0.179078053519073	0.179078053519073	1.000000000000000	0.909719357816305	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	2	1	2	5	6	11	7	5	1	1	1	1	1	1	1	1	1	1	1	1
91000	-112.474213859430876	-114.379671365327880	1.905457505897006	0.162480125567808	0.162480125567808	1.000000000000000	0.956834070657261	0.000000000000000	16083	16089	16107	16112	16117	16123	16131	16135	16133	16139	16102	0	1	1	1	1	4	2	3	5	4	1	1	1	1	1	1	1	1	1	1	1	1
91500	-109.518800121716225	-111.293250803093642	1.774450681377421	0.095496560136284	0.095496560136284	1.000000000000000	0.943006973565426	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	2	5	6	5	7	1	1	1	1	1	1	1	1	1	1	1	1
92000	-107.343635185034998	-108.061229910562247	0.717594725527250	0.088354896613604	0.088354896613604	1.000000000000000	0.838525706195654	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	1	5	9	1	1	1	1	1	1	1	1	1	1	1	1
92500	-110.094419527317257	-112.385499663787712	2.291080136470454	0.083227170412133	0.083227170412133	1.000000000000000	0.998722488211213	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16138	16102	0	1	1	3	4	5	5	6	5	9	2	1	1	1	1	1	1	1	1	1	1	1
