step	post	like	prior	mu1	mu2	gamma	pi	spa1	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
13000	-112.727996963092821	-114.818919117516586	2.090922154423770	0.185955670708636	0.185955670708636	1.000000000000000	0.976756291033929	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	6	11	5	2	1	1	1	1	1	1	1	1	1	1	2	1
13500	-107.382927032828846	-109.036318911759139	1.653391878930295	0.162137793105662	0.162137793105662	1.000000000000000	0.930407534816543	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	5	1	5	5	8	1	1	1	1	1	1	1	1	1	1	1	1
14000	-111.346567444049114	-113.305153219155201	1.958585775106080	0.237310273202787	0.237310273202787	1.000000000000000	0.962499101399064	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	2	5	4	5	2	1	1	1	1	1	1	1	1	1	1	1
14500	-109.554544495006738	-111.323314683022701	1.768770188015965	0.084115578176545	0.084115578176545	1.000000000000000	0.942411967486390	0.000000000000000	16083	16089	16107	16112	16114	16124	16132	16135	16133	16139	16102	0	1	2	1	1	4	5	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1
15000	-109.578713187226782	-111.683580155310366	2.104866968083590	0.127878357552143	0.127878357552143	1.000000000000000	0.978270873481426	0.000000000000000	16083	16087	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	2	5	5	6	4	9	1	1	1	1	1	1	1	1	1	1	1	1
15500	-110.838281466659680	-112.257619535312585	1.419338068652900	0.204725868238751	0.204725868238751	1.000000000000000	0.906523288761970	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	2	5	5	5	5	6	2	1	1	1	1	1	1	1	1	1	1	1
16000	-112.018402469348260	-113.475789443846821	1.457386974498556	0.092823218583120	0.092823218583120	1.000000000000000	0.910363870177424	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16131	16139	16102	0	1	1	1	2	1	6	5	6	8	1	1	1	1	1	1	1	1	2	1	1	1
16500	-113.449582164217190	-115.673365060401338	2.223782896184149	0.221651873133387	0.221651873133387	1.000000000000000	0.991282420736825	0.000000000000000	16083	16089	16106	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	2	3	3	1	3	6	8	2	1	1	1	1	1	1	1	1	1	1	1
17000	-111.021483428747430	-113.130066655365255	2.108583226617818	0.262028344647085	0.262028344647085	1.000000000000000	0.978674902166784	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16136	16102	0	1	1	1	4	3	4	6	6	8	2	1	1	1	1	1	1	1	1	1	1	1
17500	-108.642886749837217	-110.353135047461066	1.710248297623855	0.205756475197484	0.205756475197484	1.000000000000000	0.936303877742903	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	2	5	1	6	6	1	1	1	1	1	1	1	1	1	1	1	1
18000	-109.404931619196176	-111.069797679074043	1.664866059877871	0.172879405353101	0.172879405353101	1.000000000000000	0.931594476211288	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	3	5	1	5	3	5	1	1	1	1	1	1	1	1	1	1	1	1
18500	-107.348336072469294	-109.143023609384599	1.794687536915307	0.086005258325865	0.086005258325865	1.000000000000000	0.945129747674572	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	1	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1
19000	-113.286167890752608	-114.890886774633373	1.604718883880759	0.251155209267237	0.251155209267237	1.000000000000000	0.925389369628281	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	3	4	4	5	4	8	1	1	1	1	1	1	1	1	1	1	1	1
19500	-115.088889380285735	-116.191466321488662	1.102576941202920	0.269611315327174	0.269611315327174	1.000000000000000	0.875172526351074	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	1	2	6	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1
20000	-111.303895788503496	-112.845231588324438	1.541335799820935	0.272702285632803	0.272702285632803	1.000000000000000	0.918895149762978	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	1	5	3	5	5	1	1	1	1	1	1	1	1	1	1	1	1
20500	-109.593693211149258	-111.758066072806614	2.164372861657356	0.250754833204257	0.250754833204257	1.000000000000000	0.984760401514383	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	3	5	1	7	1	1	1	1	1	1	1	1	1	1	1	1
21000	-105.766965828582386	-107.369746913120537	1.602781084538152	0.125315316814192	0.125315316814192	1.000000000000000	0.925190144530941	0.000000000000000	16083	16087	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-105.501703560108879	-107.073059642981789	1.571356082872917	0.095155263882699	0.095155263882699	1.000000000000000	0.921965322050995	0.000000000000000	16083	16089	16107	16109	16117	16123	16132	16135	16133	16138	16102	0	1	1	1	1	1	5	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
22000	-108.419534494120569	-110.372985290955853	1.953450796835281	0.111417769997442	0.111417769997442	1.000000000000000	0.961950101145162	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	1	5	6	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1
22500	-111.769514798122984	-114.019322645672801	2.249807847549822	0.152046891138261	0.152046891138261	1.000000000000000	0.994153022116562	0.000000000000000	16083	16089	16106	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	4	6	1	2	7	2	1	1	1	1	1	1	1	1	1	1	1
23000	-111.996159392813652	-114.121327680712199	2.125168287898543	0.159388638351929	0.159388638351929	1.000000000000000	0.980480051932180	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	2	1	3	3	5	1	5	2	1	1	1	1	1	1	1	1	1	1	1
23500	-112.240725326837477	-113.953397083024583	1.712671756187110	0.342362582443416	0.342362582443416	1.000000000000000	0.936556033207434	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	4	5	6	5	7	8	1	1	1	1	1	1	1	1	1	1	1	1
24000	-108.085831545177243	-110.305897451238366	2.220065906061119	0.208876753507160	0.208876753507160	1.000000000000000	0.990873106713874	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	5	11	3	8	1	1	1	1	1	1	1	1	1	1	1	1
24500	-108.980095635232445	-111.266534188905837	2.286438553673398	0.243281991342439	0.243281991342439	1.000000000000000	0.998207548439013	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	2	5	3	6	8	1	1	1	1	1	1	1	1	1	1	1	1
25000	-105.046582354129171	-107.159413381788013	2.112831027658843	0.116596955347816	0.116596955347816	1.000000000000000	0.979136924108973	0.000000000000000	16083	16089	16107	16112	16117	16124	16130	16135	16133	16139	16102	0	1	1	1	1	1	5	6	5	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-112.518755461506245	-114.050742614227545	1.531987152721304	0.189546192990122	0.189546192990122	1.000000000000000	0.917941153494371	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	1	3	6	7	1	6	2	1	1	1	1	1	1	1	1	1	1	1
26000	-106.778769648001315	-108.792938874733224	2.014169226731907	0.152661191492962	0.152661191492962	1.000000000000000	0.968461830978439	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16100	0	1	1	1	1	1	6	7	5	5	1	1	1	1	1	1	1	1	1	1	1	1
26500	-109.284447685346777	-111.499074347568978	2.214626662222204	0.251769489074198	0.251769489074198	1.000000000000000	0.990274443142955	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16138	16102	0	1	1	1	4	4	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
27000	-107.758890770877287	-109.311980173297570	1.553089402420286	0.135432088604622	0.135432088604622	1.000000000000000	0.920095970192737	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	5	5	6	2	1	1	1	1	1	1	1	1	1	1	1
27500	-104.713247662194732	-107.012546962658632	2.299299300463901	0.089021760427840	0.089021760427840	1.000000000000000	0.999634978577632	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-108.526605132713058	-110.567308372784410	2.040703240071357	0.190766578612399	0.190766578612399	1.000000000000000	0.971321286190935	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	5	5	2	6	9	1	1	1	1	1	1	1	1	1	1	1	1
28500	-115.740182967830620	-116.364659895898356	0.624476928067739	0.189957492493224	0.189957492493224	1.000000000000000	0.829894692481272	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16098	0	1	2	3	1	5	2	11	1	5	1	1	1	1	1	1	1	2	1	1	1	1
29000	-107.973891205079440	-110.021991097146540	2.048099892067094	0.163925719653134	0.163925719653134	1.000000000000000	0.972119894928814	0.000000000000000	16083	16089	16107	16112	16117	16124	16131	16135	16133	16139	16102	0	1	1	2	1	5	4	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
29500	-108.620195871755485	-110.649358461042681	2.029162589287198	0.126187132704522	0.126187132704522	1.000000000000000	0.970076564437757	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	2	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-110.348156086638241	-112.563315658974929	2.215159572336688	0.113726826380125	0.113726826380125	1.000000000000000	0.990333081241969	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16137	16102	0	1	1	3	1	5	3	11	2	8	1	1	1	1	1	1	1	1	1	1	1	1
30500	-109.999305199695286	-112.299535074082698	2.300229874387418	0.301107999297915	0.301107999297915	1.000000000000000	0.999738343281801	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	2	1	1	5	6	3	6	6	1	1	1	1	1	1	1	1	1	1	1	1
31000	-113.668182870098249	-115.173652368710023	1.505469498611774	0.068642901775234	0.068642901775234	1.000000000000000	0.915240506715611	0.000000000000000	16083	16089	16107	16112	16116	16124	16132	16135	16133	16139	16102	0	1	1	2	2	4	5	6	1	9	1	1	1	1	1	1	1	1	1	1	1	1
31500	-111.580478710043181	-112.959302719500300	1.378824009457116	0.160162941558761	0.160162941558761	1.000000000000000	0.902451689007948	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16135	16133	16139	16102	0	1	1	1	4	2	2	11	6	8	1	1	1	1	1	1	1	1	1	1	1	1
32000	-107.169960312770087	-109.157572296317426	1.987611983547335	0.089847897095945	0.089847897095945	1.000000000000000	0.965608301335644	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	1	1	5	11	5	9	1	1	1	1	1	1	1	1	1	1	1	1
32500	-110.927968965044414	-112.806727443185338	1.878758478140926	0.270420887164512	0.270420887164512	1.000000000000000	0.953999772412891	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	4	1	4	5	6	6	1	1	1	1	1	1	1	1	1	1	1	1
33000	-112.250200628654142	-113.500768141293008	1.250567512638873	0.130616631079557	0.130616631079557	1.000000000000000	0.889682303571215	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	3	4	2	1	1	5	9	1	1	1	1	1	1	1	1	1	1	1	1
33500	-108.145820143021112	-110.076161811762276	1.930341668741161	0.218015828492838	0.218015828492838	1.000000000000000	0.959483288593367	0.000000000000000	16083	16086	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	6	5	6	4	1	1	1	1	1	1	1	1	1	1	1	1
34000	-105.909427189123036	-108.203443172472674	2.294015983349634	0.141472465396943	0.141472465396943	1.000000000000000	0.999048329831739	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	1	1	4	5	1	11	6	8	1	1	1	1	1	1	1	1	1	1	1	1
34500	-109.822951323178813	-112.031007120904633	2.208055797725819	0.140290714843165	0.140290714843165	1.000000000000000	0.989551711542345	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	2	1	4	1	6	11	6	4	1	1	1	1	1	1	1	1	1	1	1	1
35000	-111.230238059801607	-113.253359973716954	2.023121913915349	0.285392640354720	0.285392640354720	1.000000000000000	0.969425680937342	0.000000000000000	16083	16086	16107	16112	16117	16122	16132	16135	16133	16139	16102	0	1	2	1	2	5	4	11	5	8	1	1	1	1	1	1	1	1	1	1	1	1
35500	-108.896064755846737	-110.666656458451115	1.770591702604376	0.112033955184591	0.112033955184591	1.000000000000000	0.942602722027756	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	4	3	5	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1
36000	-107.375235157192563	-109.611641160347816	2.236406003155256	0.192614652652962	0.192614652652962	1.000000000000000	0.992673736664346	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	2	5	6	5	1	1	1	1	1	1	1	1	1	1	1	1
36500	-108.986239414070397	-110.928018608620945	1.941779194550548	0.134155856419871	0.134155856419871	1.000000000000000	0.960703409813705	0.000000000000000	16083	16089	16106	16112	16117	16121	16132	16135	16133	16139	16102	0	1	1	1	1	3	5	11	2	8	1	1	1	1	1	1	1	1	1	1	1	1
37000	-111.272021938274392	-113.077383863932965	1.805361925658579	0.238354764193892	0.238354764193892	1.000000000000000	0.946251377398129	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16132	16139	16102	0	1	1	1	1	3	5	5	3	3	1	1	1	1	1	1	1	1	1	1	1	1
37500	-106.652237917404562	-108.017513457911548	1.365275540506987	0.074555521013126	0.074555521013126	1.000000000000000	0.901094173424464	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	1	6	6	5	1	1	1	1	1	1	1	1	1	1	1	1
38000	-104.351111812956574	-106.419940679578943	2.068828866622363	0.095323333440665	0.095323333440665	1.000000000000000	0.974361480766162	0.000000000000000	16083	16089	16107	16112	16117	16124	16131	16135	16133	16139	16102	0	1	1	1	1	5	1	6	6	8	1	1	1	1	1	1	1	1	1	1	1	1
38500	-110.514449973406499	-112.576583515480223	2.062133542073728	0.100375670565569	0.100375670565569	1.000000000000000	0.973636898501279	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	4	7	7	1	1	1	1	1	1	1	1	1	1	1	1
39000	-107.005598847327988	-109.062034870155571	2.056436022827579	0.204154237534731	0.204154237534731	1.000000000000000	0.973020725228698	0.000000000000000	16083	16088	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	3	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1	1
39500	-113.291641756461189	-114.672266425386283	1.380624668925089	0.152068090753524	0.152068090753524	1.000000000000000	0.902632263535659	0.000000000000000	16083	16089	16107	16110	16117	16124	16132	16135	16133	16138	16102	0	1	1	2	1	3	6	5	4	3	1	1	1	1	1	1	1	1	1	1	1	1
40000	-104.342872740439233	-106.289715794336672	1.946843053897435	0.119600402026540	0.119600402026540	1.000000000000000	0.961244102681406	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	5	6	5	5	8	1	1	1	1	1	1	1	1	1	1	1	1
40500	-106.385824857496189	-108.578260087598721	2.192435230102538	0.071742338294895	0.071742338294895	1.000000000000000	0.987835716748611	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	5	6	6	5	9	1	1	1	1	1	1	1	1	1	1	1	1
41000	-108.001630663861619	-109.810527991288453	1.808897327426828	0.200153460977309	0.200153460977309	1.000000000000000	0.946623159170218	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16134	16133	16139	16102	0	1	1	1	1	4	5	1	5	8	1	1	1	1	1	1	1	1	1	1	1	1
41500	-111.991247700206486	-114.090594055018059	2.099346354811570	0.294220335087687	0.294220335087687	1.000000000000000	0.977670984690151	0.000000000000000	16083	16089	16106	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	2	1	3	5	7	5	5	2	1	1	1	1	1	1	1	1	1	1	1
42000	-106.395798841132162	-107.789887314336440	1.394088473204273	0.101031540623894	0.101031540623894	1.000000000000000	0.903983592299788	0.000000000000000	16083	16089	16107	16112	16117	16123	16132	16134	16133	16139	16101	0	1	1	1	1	1	5	1	5	9	1	1	1	1	1	1	1	1	1	1	1	1
42500	-109.733432341326676	-111.706986855971849	1.973554514645167	0.161102343716937	0.161102343716937	1.000000000000000	0.964101255415132	0.000000000000000	16083	16089	16107	16111	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	3	3	6	3	5	8	1	1	1	1	1	1	1	1	1	1	1	1
43000	-109.212240199548646	-110.860747618681359	1.648507419132713	0.036465359492096	0.036465359492096	1.000000000000000	0.929902723125270	0.000000000000000	16083	16089	16106	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	4	5	6	6	6	8	1	1	1	1	1	1	1	1	1	1	1	1
43500	-107.011552213247654	-109.168999518527215	2.157447305279557	0.226143768678543	0.226143768678543	1.000000000000000	0.984002913699869	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16132	16133	16139	16101	0	1	2	1	1	5	6	6	6	8	1	1	1	1	1	1	1	1	1	1	1	1
44000	-112.807159292780682	-114.386213294603806	1.579054001823126	0.209381086937992	0.209381086937992	1.000000000000000	0.922754238762066	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	2	1
44500	-106.228150585472662	-108.338732017768677	2.110581432296015	0.149966766841554	0.149966766841554	1.000000000000000	0.978892214484110	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	2	5	5	11	6	9	1	1	1	1	1	1	1	1	1	1	1	1
45000	-106.872661148342331	-109.137544529390340	2.264883381048003	0.162652549478724	0.162652549478724	1.000000000000000	0.995819682847652	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16102	0	1	1	1	1	1	5	11	4	5	1	1	1	1	1	1	1	1	1	1	1	1
45500	-109.280843784714207	-111.034320882113477	1.753477097399271	0.153051627642199	0.153051627642199	1.000000000000000	0.940811950425371	0.000000000000000	16083	16089	16107	16112	16117	16124	16132	16135	16133	16139	16101	0	1	1	1	2	5	6	1	1	8	2	1	1	1	1	1	1	1	1	1	1	1
